review_text,content_stem,review_rating,target
happy and satisfied costumer here,happi satisfi costum,5,0
very reliable & very fast delivery,reliabl fast deliveri,5,0
well 👍the item delivered the raider is nice.. ☺️satisfied customer,well deliv raider nice satisfi custom,4,0
auper amazing💗,auper amaz,5,0
i want promo,want promo,5,0
hindi mka cod in mindanao hndi nka katulong,mka cod mindanao hndi nka katulong,1,1
"nice shopping no hassel,instant order,😁",nice shop hassel instant order,5,0
verry recommending yung na eencouter kong seller dito and lahat ng na rerecieve ko sa shopee is good pwede mopa makausap dito yung reseller ❣️🥰,verri recommend eencout rereciev good pwede mopa makausap resel,5,0
i love this app 😍,love,5,0
ang bilis pong dumating...thank u and god bless shopee...,bili pong dumat thank u god bless,5,0
easy to buy and friendly caller very past transaction,easi buy friendli caller past transact,5,0
it was great 😁,great,5,0
convenient.,conveni,5,0
thank you shoppe,thank shopp,5,0
seller scammer but shopee didn't concern me,scammer concern,1,1
i can't login. my messages always won't send. this soooo frustrating.,login messag alway send soooo frustrat,1,1
i give 4 star because the one of my order didn't deliver to me it was paid via shopee pay i thought the courier wrong that's it thank you,give star one order deliv paid via pay thought courier wrong thank,4,0
i can order and search for anything with time management,order search anyth time manag,5,0
grabe n to si shopee isang vouchcer na lang pwede. unlike nuon pwede sabay cashback at free sf. tapos pag mag cash in ka sa shopeepay gamit gcash may admin fee na na 1%. gat maari talaga d na ko mag ooder gamit shopee,grabe n si vouchcer pwede unlik nuon pwede sabay cashback free sf tapo pag mag cash shopeepay gamit gcash admin fee gat maari talaga mag ooder gamit,1,1
delivery was fast.. items are in good condition.. thanks!,deliveri fast good condit thank,5,0
good for shopping,good shop,5,0
very helpful to me and very convenient,help conveni,5,0
iba na shopee ngayun hinde na user friendly dumami lang yung gumamit lumaki na yung ulo,ngayun hind user friendli dumami gumamit lumaki ulo,1,1
nakakatulong sa akin lalo na sa akin baby bawal kasi ako lagi mawala sa tabi ng baby ko kaya very convinient hindi na ako lalayo sa bahay maalagaan ko pa baby ko iwas din sa virus lalo na pandemic ngayon kaya sobrang helpful siya,nakakatulong lalo babi bawal kasi lagi mawala tabi babi convini lalayo bahay maalagaan babi iwa viru lalo pandem sobrang help,5,0
its awesome😍💕,awesom,5,0
great experience !,great experi,5,0
buy at your own risk.mura po items pero pagnagkaproblema si buyer dto.hugas kamay lagi c shopee.kahit mga courier nila wala cla proper coordination.puro race race to higher ops lang sagot nila.pagnagkqproblema ka sa seller good if makkpagcoordinate sau si seller pero pag hindi thank you.pag nagkaproblema ka sa courier nila reconsider tawag ka mismo sa courier dahil walang magagawa customer service ni shopee d ka nila tutulungan worst case scenario ikaw pa ib blame at magiging mali.,buy risk mura po pagnagkaproblema si buyer dto huga kamay lagi c courier wala cla proper coordin puro race race higher op sagot pagnagkqproblema good makkpagcoordin sau si pag thank pag nagkaproblema courier reconsid tawag courier magagawa custom servic tutulungan worst case scenario ib blame magig mali,1,1
shopping shopping shopping,shop shop shop,4,0
wala akong masabi basta yun na yun maganda 🙂❣️,wala akong masabi basta yun yun maganda,5,0
amazingly fit,amazingli fit,5,0
1 voucher 1 star,voucher star,1,1
please fix the bug..the app keep on saying reload..the picture doesn't shows when you search for products...and when you go to shops..it say that shopee deleted the shops...my goodness...this 12.12 update is annoying!!!!!,pleas fix bug keep say reload pictur show search product go shop say delet shop good updat annoy,1,1
"the address is being changed, yet they deliver it in the old address...",address chang yet deliv old address,5,0
happy customer as always... thank u shopee!!! more more shopee shopee....,happi custom alway thank u,5,0
"i am a bit pissed at the shopeepay problem, i still have enough amount on my account for my orders with some vouchers that says i can use it, but it really won't let me use the voucher. does this app really want me to cash in every money that i have just to let me order something with vouchers? :(",bit piss shopeepay problem still enough amount account order voucher say use realli let use voucher realli want cash everi money let order someth voucher,1,1
owsome❤,owsom,5,0
"easy to use but sometimes the cost is really high,",easi use sometim cost realli high,5,0
it depends,depend,5,0
"super ganda talaga ng shopee.mura yung mga items pero high quality. but the other shops, when you order, the shipping fee is bigger than the item you ordered. yan lang masasabi ko. salamat shopee! 😆",super ganda talaga mura high qualiti shop order ship fee bigger order yan masasabi salamat,5,0
nice items and fast deliveries. can depend on the quality,nice fast deliveri depend qualiti,5,0
convenient to shop,conveni shop,5,0
super dami ko ng nabili sa shopee... satisfied customer here.. fast delivery pa... at mabbaet mga riders... thank you shopee.. keep it up,super dami nabili satisfi custom fast deliveri mabbaet rider thank keep,5,0
its so very easy to buy,easi buy,5,0
satisfied.. bagay na bagay sa baby ko we are so happy sa quality and price.,satisfi bagay bagay babi happi qualiti price,5,0
it was amazing..,amaz,5,0
dati super ok ngayon pumapanget na yung mga pa voucher ninyo.,dati super ok pumapanget voucher ninyo,4,0
okay,okay,5,0
"mabilis dumating ang orders ko merry christmas po shopee....sana naman yon lang,,,,hahahaha?",mabili dumat order merri christma po sana yon hahahaha,5,0
grat app!!!,grat,5,0
amazing and easy online shopping experience with a lot of beautiful but affordable items.,amaz easi onlin shop experi lot beauti afford,5,0
nice items in shoppee,nice,5,0
helpful specially during ecq.. may mga cashback at free shipping voucher pa..,help special ecq cashback free ship voucher,5,0
great deal..,great deal,5,0
no unsuccessful deliveries so far! <3 and also i have a chance to cancel my shipment as long as it is not yet shipped out,unsuccess deliveri far also chanc cancel shipment long yet ship,5,0
"shopee does not verify the indentity of their sellers carefully. pinasok na sila ng scammers. be careful sa mga sellers overseas offering very low prices, it's a trap. luckily i was vigilant enough n mag process ng refund pra ma stop yung payment when i noticed na di napro-progress ung shipping status. shopee needs to screen their sellers properly for the safety of their buyers. and one more thing, pending parin refund ko dahil s investigation nila, sobrang bagal ng process.",verifi indent care pinasok scammer care oversea offer low price trap luckili vigil enough n mag process refund pra stop payment notic napro progress ung ship statu need screen properli safeti buyer one thing pend parin refund investig sobrang bagal process,1,1
super babait ng seller pero sana walang fake na product ..,super babait sana fake product,5,0
ok ang ganda ng serbisyo dumating ng maaga yung order ko thank you shopee will order again,ok ganda serbisyo dumat maaga order thank order,5,0
basta mas napadali buhay ko neto,basta ma napadali buhay neto,5,0
"nakaka adict mag shop sa snopes kasi always may sales, pa games at free shipping voucher discount.",nakaka adict mag shop snope kasi alway sale game free ship voucher discount,5,0
shopee is the best,best,4,0
lag kaau mo,lag kaau mo,5,0
somehow wala pa akong na order na nagkaproblema ako dito sa shoppee..❤,somehow wala akong order nagkaproblema,5,0
i love this app cuz its not a scam i always got scammed on lazada i love shopee ❤❤,love cuz scam alway got scam lazada love,3,1
love it.... nice app..,love nice,5,0
always getting an error to enter phone number after checkout.,alway get error enter phone number checkout,1,1
yes it's fun,ye fun,5,0
sa shoppe nahirapan akong mag order ewan ko lang ha para sa akin lang naman marami kasi hiningingi na mga email2x na yan,shopp nahirapan akong mag order ewan ha kasi hiningingi email x yan,4,0
excellent apps than other online shopping apps.,excel app onlin shop app,5,0
legit!!,legit,5,0
satified customer,satifi custom,5,0
thank you satisfied costumer advance ang delivery thank you,thank satisfi costum advanc deliveri thank,5,0
